[LOG] System::create                           :         Header version = 2.02.04. Current version = 2.02.04.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe712e018
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe712aba8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe712aba8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe7123408
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe7123408
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff40e6748
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff40e6748
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff40a21b8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff40a21b8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe7122808
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe7122808
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed714fe8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed714fe8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed70a038
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed70a038
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed7292d8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed7292d8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed729cc8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed729cc8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed1df5a8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed1df5a8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed146978
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed146978
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed15f218
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed15f218
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed1feb38
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed1feb38
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed1c1698
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed1c1698
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed1c1d48
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed1c1d48
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed1ce5f8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed1ce5f8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed407078
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed407078
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed1814a8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed1814a8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed161498
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed161498
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed15f948
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed15f948
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed17cae8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed17cae8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff4866078
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff4866078
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48ac488
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48ac488
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48b0408
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48b0408
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48b0df8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48b0df8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48f7ab8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48f7ab8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48acdf8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48acdf8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff489e1c8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff489e1c8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff489ea78
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff489ea78
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff489f468
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff489f468
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48b1f58
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48b1f58
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff4892bc8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff4892bc8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48a3968
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48a3968
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48de138
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48de138
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48e2fd8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48e2fd8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff485d008
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff485d008
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48ee908
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48ee908
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48f0a08
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48f0a08
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48f13f8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48f13f8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed362658
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed362658
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3f9388
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3f9388
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3d5728
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3d5728
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3b8508
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3b8508
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3a02d8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3a02d8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3a0cc8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3a0cc8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed35e258
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed35e258
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3aa248
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3aa248
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed38b4c8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed38b4c8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3f7e18
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3f7e18
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3f8808
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3f8808
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3700c8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3700c8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3ea748
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3ea748
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3e4208
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3e4208
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed388888
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed388888
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed368058
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed368058
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3c8978
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3c8978
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed3f20a8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed3f20a8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed362f48
